A,B,C,label
-1715.015809,766.8413033,-96.16151447,-7238.355149
5264.732284,163.9760254,-199.0051378,1828821.543
-4363.900157,-79.03753419,-190.7647761,-776310.1767
1973.491576,917.7415614,-111.344385,17077.86366
-5619.381695,234.2591884,-80.90212845,-2618541.501
-561.7194494,-3.704273552,-101.2579365,-31.41299196
-1075.511646,165.6843338,-62.31931777,-685.5297398
8726.000164,-524.7601309,-126.4882162,22855857.12
-2576.342835,-1076.62204,-103.1015405,-70268.43322
2204.767505,414.9385096,-192.5598976,23723.92512
944.4678687,861.0866384,-68.68209582,729.3015834
2690.331358,205.2785853,-174.8758099,62820.86138
-3587.965435,145.5989773,-179.6347767,-288122.1307
2056.267747,153.5346652,-186.0976859,15914.95235
-607.0125962,-42.68919292,-195.8131442,-55.79725777
1942.689628,1487.340669,-152.7404554,21498.40376
583.6852511,675.6602805,-14.83829246,105.2418848
5691.529086,-485.305135,-76.66722595,2686498.773
-5993.401798,1163.575409,-139.1176381,-3550798.874
3934.939707,24.74603704,-80.23689515,431170.7073
2952.911624,387.4906337,-111.3697971,105471.9942
117.6323739,361.3610957,-126.6109748,0.5943099096
5890.634955,-581.2183774,-90.4065104,3176385.754
1357.314197,548.320058,-249.2236765,2118.85072
193.5340506,563.8402215,-270.7231792,6.346452851
219.8205928,1081.544554,-45.75424919,101.3416865
4018.922808,1312.101585,3.7020988,575944.4017
-6681.408674,1474.082759,-206.8957473,-6148548.007
2035.081344,1185.473802,-129.9998041,22122.04942
381.396037,469.5119595,-144.4633077,9.961352957
-768.0719641,779.6646557,-178.5219583,-247.3792262
-2991.731919,-75.81957915,-88.94599608,-116161.1251
3119.102959,-314.9151905,-247.0040408,123855.583
-778.1336719,152.5293285,-97.45722616,-143.7587173
-373.2711579,-32.26004877,-173.3676602,-5.910079491
2155.464876,-357.8710982,-168.7969497,19401.92176
728.0531762,474.5898729,-201.7802636,105.5939748
1951.390557,-2194.733562,-128.7235801,26879.03507
-1914.201844,840.4783955,-166.8671774,-12813.90952
-2268.445881,-449.0374451,-255.987254,-34606.08683
-2270.200618,755.1847054,-79.64440678,-28106.79771
3806.032406,176.7192494,-219.7205538,355167.7542
581.1387277,874.3095469,-22.77562438,188.9848128
420.6569419,-74.36581931,-211.0942865,3.172956251
658.1011095,309.6054275,-59.81429209,67.71231674
-667.8225615,151.8227524,-62.67884686,-64.89951541
-1875.518845,-109.2587109,-192.2879144,-12294.36084
-1477.105582,125.8523222,-160.7318256,-3565.524704
-1227.306646,848.4212287,-191.107261,-1689.034513
-1362.401184,-416.608655,-184.0207374,-2986.560166
-2026.245788,1028.133569,-178.6552888,-17509.50413
-3231.869618,922.4400315,-95.16430161,-162736.3295
-1633.468049,-392.367073,-142.1804394,-6677.029947
2261.059762,262.4897507,-193.9661384,26120.31554
-3270.028263,-69.3206469,-13.33850179,-176168.1677
-342.018271,-61.26344718,-32.29903858,-2.609589979
4254.778262,501.7227039,-140.4212944,654729.8034
-1894.187667,781.9134815,-57.66928842,-11522.68832
-1972.281535,-471.1232222,-152.5829756,-16928.99327
533.9963554,307.7302365,-221.6943509,16.92868181
-2211.593725,-178.4770177,-162.7117809,-27452.65638
561.2677403,-98.5926794,-269.2140922,13.93985976
-554.9581036,621.7255411,-181.3038951,-59.19154045
929.4834591,684.6477356,-189.9601134,439.4512649
-1831.577684,-135.5368558,-162.4633332,-10836.26043
-4947.816805,312.9882295,-217.216159,-1419305.249
-1635.689481,-274.0652233,-104.864958,-6273.997164
-140.1188654,217.1551753,-170.8439733,-0.1934914033
4823.798632,116.7933068,-167.6406228,1182205.795
-2224.434036,640.5177276,-155.2011474,-26042.65946
1349.34085,1581.95004,-210.9825781,6109.637053
1905.95891,1159.020128,-182.3142048,15715.09903
-55.56645029,377.362743,-133.095884,-0.1603661262
364.7685136,-338.3547508,-176.4865923,2.888887519
-1957.387512,-365.4141955,-107.6739311,-15400.49904
2070.043878,1094.711095,-113.0800103,23072.75391
-928.1076144,-354.4599141,-223.6248782,-533.0151729
-846.0854648,965.0297019,-241.3136006,-496.0064837
854.8674318,164.4445796,-24.3482808,223.2271304
-981.6032975,803.8361548,-60.28314585,-594.7780689
2125.116411,33.46250511,-351.6363766,16921.68384
2364.399944,26.40045843,-240.8588689,30974.02324
-637.9493889,-197.2767303,-153.0348085,-76.6539835
-4011.870973,42.61259418,-154.3008867,-502212.0398
-971.5769394,778.9872491,-151.194932,-585.3759495
-1238.719477,-169.2578149,-100.8257919,-1567.327701
3026.593645,1629.002562,-145.752932,156919.9135
2575.821103,703.1528696,-74.44717083,57993.22347
3252.911066,649.1434181,-32.28163633,182581.5074
1722.798232,-395.7983378,-44.54499074,6647.094253
1069.155437,253.2269946,-161.3376792,603.4377641
-1968.262171,86.43967419,-235.9774975,-15326.32297
1363.506088,-1235.094666,-187.3993333,3009.353493
-2512.547739,660.7354843,-177.0403392,-47874.33045
1802.248507,-742.7235299,-166.7696026,8072.425054
1017.773107,50.20652401,-244.5127321,392.6942585
-1547.865844,-811.4864853,-257.2921111,-7175.041633
-3902.637281,1023.823523,-193.2686462,-424909.5769
-722.3365623,-32.27768097,-174.9902148,-120.023128
87.03117935,474.6920039,-283.9770996,1.978308738
-2123.047607,-770.5121005,-153.157143,-26563.93033
-3505.664587,120.1372806,15.64031606,-243207.3835
-92.29306445,733.1542305,-111.6060897,-4.717074743
-1707.051451,454.0750439,-153.2642385,-7048.7614
7080.506921,473.6308385,-229.9876981,8193418.655
-4964.940309,21.68537038,-109.544635,-1436405.843
-1054.236834,780.3838575,-240.1923225,-862.0639062
-3720.60785,-200.8723129,-20.46517217,-340343.8681
2272.217347,421.6796541,-130.2441792,28534.86706
-847.8389085,377.9895738,-114.9750674,-227.2880221
-2681.278565,-421.335747,-234.7522193,-75805.50419
-1914.981255,-892.6277542,-175.2386916,-17781.63343
-4765.838399,538.6756818,-170.8705355,-1154747.336
-1350.006544,1058.227164,-210.5242346,-2974.049619
490.1492359,270.9844238,-176.2935948,11.65049396
5238.549885,1299.950895,-169.0943652,1979617.405
1897.244963,-14.23548761,-318.0855374,9521.378612
-2621.292137,1221.921391,-200.9355613,-61790.23347
2774.035276,370.7924192,-263.6432168,72346.34571
3564.842663,286.5480503,-71.19031885,270087.119
6386.718769,768.6408154,-115.1233971,5078949.138
7307.639971,734.5333044,-168.6977334,9821647.896
841.3355875,1075.74925,-328.7451892,565.9105994
-1542.037236,-187.8182776,-224.9219294,-4990.103169
3790.17773,-508.7178389,-201.2821339,335516.7329
3275.429412,360.2416387,-230.8382002,169152.7509
3679.910579,-111.7174638,-243.9539103,290912.5251
1398.867306,1150.940065,-160.3790699,4302.438157
2776.997425,137.045097,-171.7737231,73182.81064
244.9858787,-401.2332139,-167.506846,0.9679494462
6092.015239,910.4712785,-216.2849574,3984011.63
1863.245643,1240.332672,-201.8158419,14749.09891
1332.235127,949.496937,-117.7128502,3001.622334
214.6710692,816.3284427,-70.12728899,29.81589198
-3974.00615,1088.086098,-226.4962696,-468417.8438
4903.93263,668.7712961,-279.6948939,1306330.653
-2838.558994,76.50840957,-127.8868122,-89200.13394
-671.7659811,-510.647127,-149.3143485,-159.2689133
2047.991259,270.2363377,-182.3304102,15967.24708
3295.025856,44.19978415,-211.0233606,169799.8653
-1208.601066,485.0152264,-225.9603655,-1376.668533
1371.984909,1730.960157,-92.90002903,8630.949565
3144.190809,-359.1989679,-191.2071829,131126.9537
-632.627865,-211.4486447,-301.2531064,-103.4900609
2166.326098,315.9547873,-156.6757266,21684.86661
4905.000194,1250.207648,-182.3971796,1422017.134
-3942.529084,397.2923249,-225.5434822,-457825.0185
-2045.228034,-167.0877477,-238.1702735,-19445.09759
2586.652524,58.90737843,-215.779044,49697.76896
-3672.566961,11.16180489,-143.1043624,-323800.1887
-1001.894339,159.2319707,-110.4017503,-504.4623971
-1125.096038,1514.410406,-173.1041475,-2791.021899
715.374718,-67.09062301,-211.915919,61.28310091
320.9932704,-749.5248811,-275.4344831,6.628666834
228.0832625,-472.0841906,-93.42646687,2.350364984
-2935.157841,-73.13845021,-148.758976,-107896.3169
-2481.783183,-709.0187278,-164.3503633,-54370.8829
4346.292188,444.9048393,-133.6656339,725341.7786
-3704.260077,286.9156712,-163.9147359,-332769.9278
-547.5223362,1479.764149,-225.4979616,-679.4121511
1916.978197,618.5572222,-62.2136014,13617.52884
-3210.88476,486.0482835,-244.8058885,-165454.6521
6990.503924,190.7095339,-217.8788647,7592382.18
-4934.523018,561.3757071,-113.110402,-1356802.265
-3652.953071,-150.6752286,-196.0507994,-325146.5184
1276.777756,801.7082051,-189.9981263,2020.255636
827.6066752,-819.0352627,-84.44331044,288.7315077
-1208.965453,-606.2858168,-189.3881596,-2010.50816
4428.980627,113.5258556,-55.67918783,790181.2444
-9354.693977,543.8726155,-218.0716891,-33637259
-3274.111829,-198.5797996,-45.07611968,-181653.0164
-3263.634894,370.5751997,-64.54443899,-171193.7641
1502.15592,62.85779624,-289.8058555,2909.806287
1930.612824,1375.815246,-244.3338488,18229.44541
560.4060122,75.8035682,-175.2453235,18.51460507
-946.2982996,-1132.700458,-189.1878044,-1684.664021
3090.902694,685.5230126,-267.3048509,130784.787
-1326.889104,358.3379954,-195.2636068,-2101.775917
3745.149885,696.3026692,-172.3549288,351748.5712
-104.881027,266.2496277,-175.2465404,-0.1641181619
409.869443,-28.05058297,-235.3626691,2.410554765
-1597.195188,668.5415406,-250.7165934,-5440.346458
-2655.430486,554.0311528,-125.2879241,-61916.99918
2058.97927,801.7761484,-161.2651509,19289.08385
3188.439371,645.787793,-294.490151,150209.9065
1451.319622,331.1107165,-132.6639205,2977.721773
-5141.033934,-92.3612445,-314.0037484,-1793439.841
-237.6858554,936.2872588,-147.4607399,-41.20335918
-2018.629832,227.0699529,-277.6586047,-17349.52113
-938.1306875,601.4196031,-81.69599956,-404.5143994
-635.9780707,1284.81535,-181.2716247,-527.2470218
604.8905435,216.6461925,-214.8708814,28.41797494
-2282.831669,13.15584801,-227.8270514,-31935.73743
2487.567156,904.6999306,-85.74582798,51460.85802
2671.467006,439.9701123,-280.9903894,60008.74455
-1967.434217,143.7339864,-2.662047085,-13492.68022
357.8045145,1300.742618,-147.6356636,309.6325104
-329.546104,190.9816142,-164.1326705,-2.822627866
-655.9512961,-918.9756227,-249.9109129,-483.3111612
312.5955776,440.2629633,-293.8033044,4.389827947
287.7413927,156.6921299,-133.0999941,0.6921738174
1797.884965,325.1424728,-127.0264511,8693.317741
3214.75424,551.7486784,-122.7290721,164250.5712
1058.573413,165.114549,-83.96181106,602.0436306
-1796.891056,-115.481618,-86.62921275,-9395.280882
762.1395174,-513.1639555,-18.21666565,135.8890461
-4311.276663,1086.229103,-291.9532354,-710396.6621
1909.281877,552.6449238,-343.3840359,10869.70568
-686.7184343,340.0663827,-86.94805848,-80.14097669
1955.431028,-341.4267476,-28.58428851,12684.67525
-2135.831092,200.0968207,-189.7805328,-22060.41425
74.50562206,671.4753798,-147.3174308,4.874449017
3729.206006,382.0572515,-157.3280763,333062.1074
1997.921165,-14.8245779,-146.8746707,13696.44455
-39.42035391,1277.066162,-282.191664,5.610861489
4614.718152,755.4248873,-85.33080134,1019958.252
-180.4344746,827.2597174,-152.0370806,-18.19068248
-1332.660843,406.9069083,-115.8602877,-2041.991878
3719.559196,-365.4323713,-45.69991141,319844.3999
6873.936366,215.3127061,-173.1933687,7034116.924
-359.0632399,-623.1935134,-319.3850457,-77.66123871
-4479.914617,526.461438,-120.841381,-839562.4706
1945.190904,134.9509544,-196.6630367,11891.14787
-2186.596158,-877.8694701,-232.4798111,-33170.88423
6075.637003,1052.15058,-139.6917637,4032766.093
120.4960322,373.022158,-40.49543597,0.7293719417
-4117.492151,-309.4884352,-116.9731898,-583781.8952
1009.298732,481.9688655,-119.9107965,557.2544344
3875.168858,212.4520115,-152.5556984,397620.1283
-1958.642823,628.140101,-130.1921257,-13780.16415
-2702.631254,48.68534258,-148.1712303,-70679.49722
-2022.810563,1080.005299,-102.9992742,-17111.9701
-1130.80541,851.3900398,-210.5311522,-1209.047678
1986.162115,694.1293467,-251.5721814,14720.6373
8399.917688,282.9447274,-90.34288431,19479873.21
4128.081805,626.0503421,-141.3028615,570607.7841
649.9199674,107.5024052,-146.7079277,44.11247116
-1943.395187,414.2011755,-345.3601547,-14611.56477
2448.603753,450.2961905,-165.0592928,40948.60893
3474.812643,420.3332156,-229.2822755,229476.3511
-3493.32692,179.5364717,-153.8293792,-249810.6535
197.3946274,891.7247473,-171.4902326,35.72501951
2952.147681,-545.6856115,-34.22972103,99697.16891
-1880.98807,-187.9291941,-210.5128109,-12844.10353
-447.9839773,1927.306648,-255.3648453,-1353.108992
-3751.773787,586.2964826,-87.81148046,-342649.0112
-4103.019258,-581.1244741,-100.9324989,-588439.0844
627.6298595,-805.1848087,-38.88463021,122.4911466
-4480.04505,-390.2538093,-42.63692212,-876563.5734
-2629.156555,803.5537989,-83.49163908,-58196.91049
4592.818437,659.1779428,-78.54278309,988024.732
1172.516703,400.0461747,-102.0268792,1103.625172
-157.086295,-114.4429003,-139.4319266,-0.3104147388
-1533.061434,59.57260934,-58.72589645,-4057.048234
1101.361748,470.1482548,-63.07043122,894.0438276
-2407.615574,367.8076736,-193.5787936,-39362.40918
-641.2761874,-6.197598573,-64.50816919,-56.21699781
1188.921876,-373.7890313,-129.3085063,968.3006155
-4282.47582,500.6481804,-175.2083111,-679311.9434
-1059.712511,-369.7720161,-200.208532,-940.4097968
-3168.645484,36.13452874,-182.1765175,-157334.664
5624.814473,-205.6322294,-115.2864316,2542516.85
1924.065962,-18.81518213,-191.7087388,11021.01698
1751.532944,-246.2496242,-84.71826822,7099.783064
1122.381894,-97.4052506,-309.0480467,598.6633144
665.8261368,-15.06299886,-110.1307081,50.66035849
4217.557512,-585.7039556,-107.5784913,588013.4475
-1242.364099,1145.083249,-194.1088523,-2319.593428
-3021.315582,251.2990126,-107.3230935,-118936.8776
-268.6234063,218.5104357,-230.5570097,-1.750006158
4884.160097,-190.0624671,-101.134552,1254067.201
4860.561633,167.3014603,-140.161754,1239850.78
-6199.063707,1248.101685,-202.8949848,-4238410.518
1365.340607,-683.315373,-85.51007067,2149.37881
288.3761789,104.2984835,-209.6858927,0.3242070575
-660.4046249,-772.4669711,-266.1903514,-354.5745183
-3032.746239,-389.2169637,-185.1934192,-134282.8572
-1719.885717,980.1286214,-167.7148472,-8032.617753
981.2567027,-437.0659358,-44.04388537,407.9614781
908.6455691,-217.1322169,-117.8300823,245.0957384
4344.769932,516.0819154,-336.6513677,691555.496
3821.016717,654.9691651,-167.3389265,387081.7759
3302.806245,397.7339832,-118.5327896,184144.7109
844.8756326,490.6595232,-189.9709664,219.8446557
-4588.887505,-176.4746319,-97.29203151,-982072.6742
-3679.502337,1820.773989,-206.1295654,-335440.4964
2033.710131,1853.034304,-50.51470222,35894.93782
2509.802323,64.65881543,-120.8184823,44455.01629
4000.625504,102.1970034,-53.91032586,474700.7957
3297.217295,860.6066414,-157.585659,193431.1595
955.8837277,831.4418519,-199.8565664,610.0392219
-3.26348834,539.2656906,-166.0242589,0.5427693015
-3941.303429,1136.282934,-60.32512423,-433568.3092
624.392683,166.1564292,-159.4545057,36.35532785
3282.269382,-250.1245061,-69.75591514,170335.3227
1725.016809,885.5625879,-155.5183087,8718.534681
1223.397343,628.7011191,-183.9176443,1445.892551
-1644.236379,-498.2427003,-53.55125398,-6745.747009
-6114.097119,319.7194654,-121.0723229,-4003568.841
4553.954407,-435.0321718,-253.213526,842638.4911
57.80124855,-665.3665906,-118.5165654,-3.110827058
-2332.936309,75.83884666,-77.35319363,-32996.08217
-1903.361883,366.4672703,11.97591678,-11158.35466
1966.198364,353.9650709,-16.09905805,14610.8889
-8963.905058,456.1021295,-160.554052,-27077222.09
-4568.559928,416.9565662,-71.92554306,-920500.4534
1144.015158,-706.1605405,-135.2926905,914.6998091
-687.1065436,-347.2425693,-166.8145756,-134.3283515
-497.8303423,1001.733825,-59.68657199,-147.2322614
-4992.140553,443.6510211,-236.0235531,-1479831.266
185.5308567,183.0696527,-79.10036407,0.1616485803
-914.1488726,1242.753466,-142.3315855,-1012.496336
1931.248362,966.4285442,-82.52626706,16114.82119
-964.3849777,1158.457186,-237.0275018,-1038.859293
3290.594602,1.279597551,-113.1890344,173440.7378
-5464.587187,1295.170199,-181.1704249,-2253734.22
597.7945054,-94.9001394,-70.35872598,30.58399272
-4639.493229,-440.6321915,-186.6894343,-1082985.564
2279.21287,840.9710197,-166.0984132,31793.32403
-277.9831623,-1775.622493,-187.614813,-1427.195476
2016.50122,71.85569264,-156.3512789,14458.81547
-742.067721,-1069.01666,-88.5418908,-683.4395413
6313.248051,879.0196977,-285.3392606,4687993.364
3626.380538,224.0899363,-115.0898745,288447.4621
-4815.755391,788.0473476,-117.4278569,-1194002.548
422.8530553,-145.8904827,-156.2072394,4.126945219
-3231.056503,1523.97981,-215.408132,-174840.5169
1835.46225,129.0698407,-173.5416516,8964.056466
-1709.66119,303.9977087,-123.1888784,-7027.809185
-2885.779273,1641.588587,-203.1057917,-104691.199
-2436.006005,-575.0253425,-108.9025005,-46766.8888
7632.080933,-3.305564275,-134.0319086,11846294.55
-2153.524234,946.4198154,-206.0675351,-23250.5249
1589.324071,-593.5987418,-291.6489553,3889.847753
3462.680072,707.9977937,-167.752978,239239.445
1620.792146,366.141644,-176.8900862,5056.753144
1669.636695,-150.8060936,-57.97816567,5707.341582
-3106.759962,73.77610057,47.67923032,-131830.222
6983.804127,416.2932218,-173.5709404,7692261.256
-3200.354803,-456.2277926,-149.6296827,-174195.7986
1202.240978,1242.586109,-191.3847944,2672.169533
-33.13549614,-332.7619447,-130.567571,-0.7234192484
274.7226239,1286.898506,-7.26365914,272.0324924
-2548.025997,802.0009422,-133.3503016,-50695.88162
-1959.869541,485.1406459,-103.3488254,-13609.95717
898.4841016,426.9020749,-206.1422307,268.309703
-6865.165472,-751.2021881,-267.1758026,-7721745.769
-170.0980862,1146.767556,-301.9102533,-52.22945091
-640.9711988,1084.215823,-99.51670992,-307.9326794
-2817.944956,1210.32772,-158.8432723,-86191.07681
-784.676268,-669.4852241,-65.7223767,-325.2689014
-6617.440706,-638.237322,-269.8910671,-6401237.506
965.6504539,281.2160551,-120.6955371,386.1603806
2581.326421,-1278.843566,-289.8466082,49568.51359
410.220097,355.89134,-211.9440072,6.177818424
-1104.867185,404.5096278,-86.71555954,-800.364174
560.6818898,546.5964935,-294.576217,35.9739067
-2731.702209,542.0158893,-51.18899819,-69534.18744
-3279.223576,-143.2704317,-71.01442693,-183440.8033
-1782.132632,566.4229025,-124.7820946,-8617.106625
3360.322393,91.82033471,-147.477409,192231.6664
3653.562129,-516.3137735,-234.5800234,275935.0905
-1723.870388,797.9863009,31.52540646,-7035.560785
-4805.023595,633.1350936,28.03801098,-1151723.406
1783.578643,-732.956132,50.01783125,8505.585343
-4638.694897,780.6088786,-52.0710365,-977304.8983
4440.63179,126.9426867,-32.65502741,805861.3539
3666.756714,102.32648,-127.903881,300339.8048
-473.2262845,-373.3399099,-50.61710647,-24.43055201
-4646.917718,-416.6725478,-175.0726211,-1086148.099
812.1636114,367.1235156,-197.7199151,155.7863367
3377.709976,365.9851696,-161.8076079,202217.6678
-2614.549938,415.7808379,-152.9361896,-58189.51096
1709.095762,355.0698579,-210.8726876,6420.570435
862.9111922,-153.1801507,-53.12820512,202.7281559
572.8353889,696.013223,-154.7590169,81.14435567
-1595.242569,814.3675168,-57.57497292,-5098.259882
-1414.61806,475.0547706,-112.2209359,-2742.661363
-509.8398052,-1061.1872,-117.6739981,-341.280521
-1522.605534,508.8215589,-159.3011271,-4045.662979
-3408.986531,698.3410343,-138.4866969,-214663.0856
-1632.204948,-114.9132845,-93.01909354,-5879.25587
1269.381551,441.611886,-274.6141484,1395.358263
-40.67471806,554.9119187,9.361909596,0.03868075541
-282.0517914,61.26730106,-213.9517894,-1.91306258
-933.8543496,-35.04319484,-143.0003941,-393.1150497
-243.755984,-373.4918672,-136.7554021,-5.371061208
-2906.961502,775.2032759,-133.1901512,-97123.53092
-908.3101405,-56.23119539,-76.79317409,-321.8743845
3110.69366,946.4617391,-22.49210403,156019.7393
5675.41437,322.1965588,-194.852177,2695712.959
868.2272663,-606.8676091,-207.370525,222.0064768
-3774.370234,-935.1567213,-157.3886924,-419191.5183
577.8310358,295.6496764,-145.8112969,29.58330492
918.2275359,192.3758663,-37.85843181,317.291122
-1926.946442,-1153.113455,-184.4336591,-21176.42163
-903.099199,245.532972,-12.54199454,-273.263802
512.6011856,793.2841732,-260.9193962,76.88712335
855.7570901,10.04109131,-206.257801,163.4319765
-3622.124056,-159.5720475,-175.0980395,-310255.2406
-1274.910439,-101.178618,-193.4270155,-1898.17087
-168.0302182,-392.4401591,-180.2354988,-4.646345662
3747.135898,1363.66809,-343.3086135,371542.4908
2015.929837,-397.5198602,-207.0689054,13529.31154
-2470.370254,482.6678914,-239.0924219,-45187.09604
-183.8502205,-310.3697246,-101.5936503,-1.644588221
3721.699267,-48.14517069,-125.889183,319973.3576
-4207.028537,178.0867001,-179.1139142,-633491.063
766.8713931,1525.188993,-150.4800443,1561.489554
-2855.816757,471.7492299,-196.5252897,-91268.03281
3389.9221,666.9236699,-112.231498,218143.7242
562.5572098,1481.679773,-167.1210547,869.953961
-1715.177291,1797.489623,-152.2816064,-13533.22111
3324.683195,-59.96778994,-97.88214569,182621.6361
-3725.205551,-303.7789876,-229.0552564,-367605.5302
678.5895489,-439.5415049,-156.1709798,62.10337735
-2087.959041,229.6666078,-192.8290406,-19687.92338
-4978.091199,213.036013,-249.1357286,-1480368.534
-7160.617734,933.8991,-169.0279784,-8711609.947
-1450.830117,-1342.137706,-260.0682279,-8946.623399
-3011.99658,648.3103884,-80.76140328,-114065.3289
-263.6886561,653.8985757,-117.755831,-13.03396515
956.1251195,722.0093785,-229.0113888,495.9319871
243.3622566,-396.301214,-117.0965444,1.382098019
2148.722991,245.6853752,-139.5947893,20717.02706
-108.6124781,1622.921299,-150.7036182,-72.54385461
-538.4799771,176.2171003,-117.1774763,-24.57323831
-899.4911707,-1125.097459,-88.84730658,-1253.644565
-3717.012903,459.7570352,36.30003702,-318190.1427
-2825.733223,60.93098702,-193.7787927,-89445.4356
228.878396,864.5433822,-208.6694669,36.27165192
-2579.235548,-293.3966523,-196.5290965,-60308.92141
1960.032025,-577.1600871,-291.432575,11294.10018
-1866.37769,1102.924363,-180.4608206,-12242.39953
-945.5458973,205.9573955,-153.1408301,-392.609237
1933.531619,-1577.23404,-65.37878094,16514.04116
-2614.369293,-260.1375115,-125.2654374,-62168.01784
2287.614611,86.41879438,-32.21999298,29121.36333
-4155.360441,-926.7283711,-170.3441487,-667323.5952
-4204.690748,-824.9250467,-64.44316013,-676876.4971
-3756.822232,-457.2489272,-71.86581549,-372886.0706
-846.2515165,-290.3072924,-176.0750045,-311.2436283
-1723.776367,145.648239,-73.15165791,-7236.907965
636.7180562,-155.6888228,-121.6881781,38.81976475
-2491.942783,1388.055621,-206.5081772,-50366.07594
-5953.944277,-171.198369,-65.3582875,-3560125.005
3.366759458,1123.683591,-100.565003,19.73877248
-4383.38449,-79.23244696,-139.4920147,-784055.7584
380.379058,744.7984913,-65.33256369,45.32306927
-1014.736708,207.6544722,-173.4538861,-564.295948
1038.027906,391.7422937,-206.0377188,533.1309398
2698.425057,-905.078663,-201.7955669,60478.27107
-2087.415239,1039.394711,-74.84461436,-19434.63759
2432.36581,-766.5801775,-160.3846166,36159.19832
-1184.29602,762.7667291,-152.8664462,-1336.973773
-5431.110789,-203.8166872,-187.1708639,-2311848.846
-4412.564566,397.195101,-160.6847795,-789794.3501
136.6264474,420.6997123,-200.9739682,1.404248483
-3450.816096,834.7041973,-207.8094066,-231873.7271
577.3073994,966.2318184,-118.4089299,213.8124806
4117.154115,49.65556134,-234.5948678,520914.9153
-1396.140473,283.1762884,-242.0893778,-2789.036126
1667.444186,-228.0548194,-88.23879174,5528.672739
1598.013634,-153.1967808,-104.3649132,4438.610753
2834.641198,992.41216,-153.9689836,95511.93796
-5938.599364,1208.805795,-137.9801242,-3389384.515
-1332.303882,548.2306005,-1.946347947,-1935.679297
-424.0264281,-193.6660426,-184.4613702,-14.95705824
-50.90069063,61.63522059,-198.2666795,-0.1043268333
4524.872086,24.7268627,-57.95198214,873660.5863
1797.030527,470.714529,-196.5272348,8637.173007
-2963.041747,-802.6215003,-113.8138067,-126355.9584
2480.391662,1701.512449,-155.4908763,67165.73502
-1208.325773,-485.4211877,-84.36930931,-1632.698077
-1241.679519,1457.591204,-30.10064741,-3205.903444
1932.204188,61.89030687,-77.86702486,12148.69231
3659.735795,100.3897129,-109.5213261,299012.6772
-231.0792178,1979.650472,-247.5424694,-604.9419813
-610.8203395,926.3975031,-109.2753483,-179.3008323
-2516.714763,865.2231634,-49.54604104,-46523.50037
200.6075591,-439.3877062,-80.47523436,1.5113922
298.9089326,1000.623132,-124.5464636,90.32392228
1198.199069,1056.598574,-259.2116738,1906.123213
770.7571247,-755.1405043,-219.6389606,170.4121389
-2193.406213,338.39087,-280.1005249,-25804.61168
-1078.290095,1732.700641,-109.9576413,-3521.446297
-2400.992693,318.2273416,-124.5151877,-37921.40742
-3248.373076,1000.445761,-292.0019397,-176169.9174
148.5054465,1642.43605,-172.7945334,380.837052
-2048.391573,775.6840238,-131.6910857,-17369.53865
1533.193773,1303.365653,-315.6490941,6304.344692
-1162.579508,-720.8065204,-70.50599404,-1654.973762
-5359.638683,215.4666885,-194.3770277,-2113735.952
-1810.005842,983.5882012,-61.69417354,-9743.586049
4857.859552,-144.7396498,-88.6907964,1226621.578
534.9636095,530.4770589,-106.1614764,41.4558605
695.798477,473.5639474,-74.96916619,109.2427
-3392.902051,822.7939933,-232.5304648,-214638.3315
-614.996483,-766.1901237,-105.9115909,-204.252365
6716.27078,473.0942394,-293.6467767,6223030.622
-1153.774297,252.2652118,6.673415895,-912.7499195
1244.296246,-476.0269309,-113.2509649,1256.134999
3088.796425,217.778598,-152.6899025,127233.2533
-4104.399988,780.2885369,-154.7212322,-542235.0458
-845.660337,-45.63238729,-40.9184113,-216.031851
-3458.355537,191.0853299,-265.118102,-245102.6681
868.7891539,505.0516826,-272.257108,224.1045217
-1762.695462,583.8718108,-283.2918546,-8810.247287
-1961.446869,-139.4044335,-198.618374,-15447.41467
2085.298171,753.025128,-156.3144794,20213.54977
-1539.753904,1042.850395,-72.91134537,-4831.593242
6174.702714,-135.4412848,-86.11813256,4096544.429
-613.2960566,-279.2238239,-135.7186312,-70.18938138
-3367.930945,190.1612707,-104.1014054,-205100.1335
-2024.337598,1122.286374,-258.1185958,-18370.58564
7845.022851,-372.9808694,9.866757454,13682140.87
-81.82659618,552.4730249,-234.6798689,-0.8923871961
248.7787361,-22.80409488,-228.3132685,0.02049263488
3357.36321,-36.63634734,-90.54855697,192649.8034
-3119.146001,-141.2477326,-152.8495187,-147090.9051
927.276088,-387.1970356,-185.488347,262.5215132
1000.478101,-1108.570194,-69.66288909,923.7396034
1827.237228,1311.01964,-96.55008897,15366.88035
471.8526266,993.4881839,-233.3253215,145.6800375
4981.173381,-1365.581745,-158.4343088,1338025.308
5368.679707,874.9501244,-132.1085895,2157810.37
2400.09655,-213.8347127,-175.7664438,33682.57549
-1297.483871,92.34453206,-74.20494037,-1779.615602
-271.8307676,1088.06577,-115.776933,-83.94995291
-3402.194494,-885.79606,-51.87064868,-243720.652
510.776024,-451.3279052,-191.7521677,16.96248046
-4048.114923,-423.6625684,-142.4302091,-547035.8794
196.2319639,262.8516301,-105.5216345,0.406913177
-2763.39329,-492.5245487,-59.34915386,-82775.09009
6287.825918,-137.6120671,-219.7907237,4388806.615
